sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,default_configuration_id,description,fabric,frame,gallery,gift_message_available,has_options,image,image_label,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,parent_url_key,price,rattan,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tabletop,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
,,,,Products/Modern Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/o/couch-1_38.jpg,Utopia Sofa - Front Corner,1,1,UTP879186-00,rattan,Pearly Grey 3x1.5mm Web Smooth,
,,,,Products/Occasional Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/o/couch-2_38.jpg,Side - Utopia Sofa,3,0,UTP879186-00,fabric,791R1C1,
,,,,Products/Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/o/couch-3_38.jpg,Back Corner - Utopia Sofa,4,0,,,,
,,,,Products/Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Seating,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Sofas,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Sunroom Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Deck Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture Sale,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Seating,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Sofas,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio Couches,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio Sofas,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture/Ratan Couches,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture/Ratan Sofas,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Sofas/Sofa,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Sofas/Wicker 3 Piece Sofa Set,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Sofas/Wicker 4 Piece Sofa Set,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Sofas/Wicker 5 Piece Sofa Set,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Sofas/Wicker 6 Piece Sofa Set,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Modern Wicker Furniture/Wicker Modern Sofas,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Furniture Collections/Utopia Collection,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTP879186-00,,[Frame][Rattan][Fabric][TableTop],simple,,,base,,,11/7/2014 19:50:31,,,,,,content,791R1C1,Natural Wood,,,0,,,,,Utopia Sofa,Utopia Sofa,,3299.99,Use config,Use config,Utopia Sofa - Default,,,Block after Info Column,,collections/utopia,2699.99,Pearly Grey 3x1.5mm Web Smooth,0,The Utopia Collection,,,,,,1,,2,,,11/7/2014 21:50:21,utopia-sofa-default,utopia-sofa-default,1,100,100,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
UTP879193,,[Frame][Rattan][Fabric][TableTop],configurable,Products/Deck Furniture,Default Category,base,,,11/7/2014 19:55:29,,,,,100,"<p>Linear and sophisticated Utopia Coffee Tables are a true innovation on the furniture market with sleek designs that will enhance any atmosphere. With a stylish form, dependable structure and clean lines, breathtaking Utopia Coffee Tables are a sight to behold as they are made from the industry&#039;s most sought after materials. We begin with the welding of our specialized nonferrous aluminum frames that are naturally rustproof and then wrap our leading synthetic resin rattan that is both durable and eco-friendly. Offer the casual elegance you&#039;ve been searching for with the option of a tempered glass or marble topped Utopia Coffee Tables. Each top inhibits scratches, blemishes and stains. Throughout your everyday use, our impeccable Utopia Coffee Tables will remain a dependable addition to your porch or patio.</p><p>How can you begin your Utopia Coffee Tables order now? It all starts by browsing our well depicted galleries that provide you with details and high definition pictures so you can envision how our distinct Utopia Coffee Tables will accentuate your home. All of our products are listed below retail value so you can always save when purchasing jaw dropping Utopia Coffee Tables. Proudly convey the trending designs of our stunning Utopia Coffee Tables and never pay full price.</p><p>Need help completing the order for your unique Utopia Coffee Tables? Call our incredible sales staff at <a href='tel:18442728826'>(844) 2-RATTAN</a>. Our email is available all the time at <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>.</p>",,,,,1,/c/h/china-coffee-table-main_21.jpg,Utopia Coffee Table - Corner,,,Utopia Coffee Table,Utopia Coffee Table,,1269.99,Use config,Use config,Utopia Coffee Table,,,Block after Info Column,,collections/utopia,1049.99,,1,The Utopia Collection,/c/h/china-coffee-table-main_21.jpg,Utopia Coffee Table - Corner,,,,1,,2,/c/h/china-coffee-table-main_21.jpg,Utopia Coffee Table - Corner,11/7/2014 21:50:21,coffee-table,coffee-table-212,4,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/c/h/china-coffee-table-main_21.jpg,Utopia Coffee Table - Corner,1,1,UTP879193-00,frame,Natural Wood,
,,,,Products/Essentials,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/h/china-coffee-table-1_21.jpg,Long Side - Utopia Coffee Table,2,0,UTP879193-00,rattan,Pearly Grey 3x1.5mm Web Smooth,
,,,,Products/Modern Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/h/china-coffee-table-3_21.jpg,Utopia Collection - Utopia Coffee Table,4,0,UTP879193-00,tabletop,Glass,
,,,,Products/Occasional Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/h/china-coffee-table-2_21.jpg,Short Side - Utopia Coffee Table,3,0,,,,
,,,,Products/Outdoor Essentials,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Tables and Bases,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Wicker Essentials,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Sunroom Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Tables and Bases,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Deck Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Essentials,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture Sale,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Tables and Bases,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Tables and Bases/Cocktail Table,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Tables and Bases/Coffee Table,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Tables and Bases/Drink Stands,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Occasional Furniture/Occasional,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Tables and Bases/Outdoor Coffee Table,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Tables and Bases/Outdoor Coffee Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio Cocktail Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio Coffee Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio End Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Patio Furniture/Outdoor Wicker Coffee Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Furniture/Patio Coffee Table,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Furniture/Patio Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture/Ratan Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Tables and Bases/Table,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Tables and Bases/Wicker Cocktail Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Tables and Bases/Wicker Coffee Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Tables and Bases/Wicker Drink Stands,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Wicker Furniture/Wicker Patio Cocktail Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture/Wicker Patio Coffee Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Wicker Furniture/Wicker Patio Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Tables and Bases/Wicker Tables,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Furniture Collections/Utopia Collection,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTP879193-00,,[Frame][Rattan][Fabric][TableTop],simple,,,base,,,11/7/2014 19:56:15,,,,,,content,,Natural Wood,,,0,,,,,Utopia Coffee Table,Utopia Coffee Table,,1269.99,Use config,Use config,Utopia Coffee Table - Default,,,Block after Info Column,,collections/utopia,1049.99,Pearly Grey 3x1.5mm Web Smooth,0,The Utopia Collection,,,,,,1,Glass,2,,,11/7/2014 21:50:21,utopia-coffee-table-default,utopia-coffee-table-default,1,100,100,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
JIL879216,,[Frame][Rattan][Fabric][TableTop],configurable,Products/Bar Furniture,Default Category,base,,,11/9/2014 16:06:35,,,,,102,content,,,,,1,/j/a/javaisle-counterbarstool_1.jpg,Java Isle Counter Bar Stool - Front (Rough Factory Image),,,Java Isle Counter Bar Stool,Java Isle Counter Bar Stool,,840,Use config,Use config,Java Isle Counter Bar Stool,,,Block after Info Column,,collections/java-isle,699.99,,1,The Java Isle Collection,/j/a/javaisle-counterbarstool_1.jpg,Java Isle Counter Bar Stool - Front (Rough Factory Image),,,,1,,2,/j/a/javaisle-counterbarstool_1.jpg,Java Isle Counter Bar Stool - Front (Rough Factory Image),11/9/2014 16:08:01,couinter-bar-stool,couinter-bar-stool,4,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/a/javaisle-counterbarstool_1.jpg,Java Isle Counter Bar Stool - Front (Rough Factory Image),1,1,JIL879216-00,frame,Two Tone,
,,,,Products/Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JIL879216-00,rattan,CC2 8mm Round,
,,,,Products/Deck Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JIL879216-00,fabric,795R2C1,
,,,,Products/Modern Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Occasional Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Seating,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Bar Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Deck Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
